,model,persona,variant,pid,vda,vda_normalized
4661,gpt-4o-mini,Atheist,cot,61.0,0.8099999999999999,-0.0038000000000000256
4662,gpt-4o-mini,Atheist,cot,62.0,0.78,-0.03379999999999994
4663,gpt-4o-mini,Atheist,cot,63.0,0.79,-0.023799999999999932
4664,gpt-4o-mini,Atheist,cot,64.0,0.79,-0.023799999999999932
4665,gpt-4o-mini,Atheist,cot,65.0,0.82,0.006199999999999983
4666,gpt-4o-mini,Atheist,cot,66.0,0.78,-0.03379999999999994
4667,gpt-4o-mini,Atheist,cot,67.0,0.78,-0.03379999999999994
4668,gpt-4o-mini,Atheist,cot,68.0,0.78,-0.03379999999999994
4669,gpt-4o-mini,Atheist,cot,69.0,0.78,-0.03379999999999994
4670,gpt-4o-mini,Atheist,cot,70.0,0.79,-0.023799999999999932
4671,gpt-4o-mini,Atheist,cot,71.0,0.79,-0.023799999999999932
4672,gpt-4o-mini,Atheist,cot,72.0,0.78,-0.03379999999999994
4673,gpt-4o-mini,Atheist,cot,73.0,0.8,-0.013799999999999923
4674,gpt-4o-mini,Atheist,cot,74.0,0.78,-0.03379999999999994
4675,gpt-4o-mini,Atheist,cot,75.0,0.8099999999999999,-0.0038000000000000256
4676,gpt-4o-mini,Atheist,cot,76.0,0.8,-0.013799999999999923
4677,gpt-4o-mini,Atheist,cot,77.0,0.8,-0.013799999999999923
4678,gpt-4o-mini,Atheist,cot,78.0,0.8,-0.013799999999999923
4679,gpt-4o-mini,Atheist,cot,79.0,0.78,-0.03379999999999994
4680,gpt-4o-mini,Atheist,cot,80.0,0.79,-0.023799999999999932
4681,gpt-4o-mini,Atheist,cot,81.0,0.78,-0.03379999999999994
4682,gpt-4o-mini,Atheist,cot,82.0,0.79,-0.023799999999999932
4683,gpt-4o-mini,Atheist,cot,83.0,0.8300000000000001,0.016200000000000103
4684,gpt-4o-mini,Atheist,cot,84.0,0.78,-0.03379999999999994
4685,gpt-4o-mini,Atheist,cot,85.0,0.78,-0.03379999999999994
4686,gpt-4o-mini,Atheist,cot,86.0,0.78,-0.03379999999999994
4687,gpt-4o-mini,Atheist,cot,87.0,0.8099999999999999,-0.0038000000000000256
4688,gpt-4o-mini,Atheist,cot,88.0,0.79,-0.023799999999999932
4689,gpt-4o-mini,Atheist,cot,89.0,0.78,-0.03379999999999994
4690,gpt-4o-mini,Atheist,cot,90.0,0.78,-0.03379999999999994
4691,gpt-4o-mini,Atheist,cot,91.0,0.79,-0.023799999999999932
4692,gpt-4o-mini,Atheist,cot,92.0,0.79,-0.023799999999999932
4693,gpt-4o-mini,Atheist,cot,93.0,0.79,-0.023799999999999932
4694,gpt-4o-mini,Atheist,cot,94.0,0.78,-0.03379999999999994
4695,gpt-4o-mini,Atheist,cot,95.0,0.8,-0.013799999999999923
4696,gpt-4o-mini,Atheist,cot,96.0,0.79,-0.023799999999999932
4697,gpt-4o-mini,Atheist,cot,97.0,0.79,-0.023799999999999932
4698,gpt-4o-mini,Atheist,cot,98.0,0.79,-0.023799999999999932
4699,gpt-4o-mini,Atheist,cot,99.0,0.79,-0.023799999999999932
4700,gpt-4o-mini,Religious,cot,0.0,0.8099999999999999,-0.0038000000000000256
4701,gpt-4o-mini,Religious,cot,1.0,0.8555555555555556,0.04175555555555566
4702,gpt-4o-mini,Religious,cot,2.0,0.8210526315789474,0.007252631578947399
4703,gpt-4o-mini,Religious,cot,3.0,0.8421052631578947,0.028305263157894722
4704,gpt-4o-mini,Religious,cot,4.0,0.8421052631578947,0.028305263157894722
4705,gpt-4o-mini,Religious,cot,5.0,0.8444444444444446,0.030644444444444585
4706,gpt-4o-mini,Religious,cot,6.0,0.8421052631578947,0.028305263157894722
4707,gpt-4o-mini,Religious,cot,7.0,0.8,-0.013799999999999923
4708,gpt-4o-mini,Religious,cot,8.0,0.78,-0.03379999999999994
4709,gpt-4o-mini,Religious,cot,9.0,0.8105263157894737,-0.0032736842105263175
4710,gpt-4o-mini,Religious,cot,10.0,0.8,-0.013799999999999923
4711,gpt-4o-mini,Religious,cot,11.0,0.8300000000000001,0.016200000000000103
4712,gpt-4o-mini,Religious,cot,12.0,0.8099999999999999,-0.0038000000000000256
4713,gpt-4o-mini,Religious,cot,13.0,0.8315789473684211,0.017778947368421116
4714,gpt-4o-mini,Religious,cot,14.0,0.8,-0.013799999999999923
4715,gpt-4o-mini,Religious,cot,15.0,0.82,0.006199999999999983
4716,gpt-4o-mini,Religious,cot,16.0,0.79,-0.023799999999999932
4717,gpt-4o-mini,Religious,cot,17.0,0.8,-0.013799999999999923
4718,gpt-4o-mini,Religious,cot,18.0,0.8,-0.013799999999999923
4719,gpt-4o-mini,Religious,cot,19.0,0.79,-0.023799999999999932
4720,gpt-4o-mini,Religious,cot,20.0,0.78,-0.03379999999999994
4721,gpt-4o-mini,Religious,cot,21.0,0.7894736842105263,-0.02432631578947364
4722,gpt-4o-mini,Religious,cot,22.0,0.8,-0.013799999999999923
4723,gpt-4o-mini,Religious,cot,23.0,0.8111111111111111,-0.002688888888888852
4724,gpt-4o-mini,Religious,cot,24.0,0.7473684210526316,-0.0664315789473684
4725,gpt-4o-mini,Religious,cot,25.0,0.8315789473684211,0.017778947368421116
4726,gpt-4o-mini,Religious,cot,26.0,0.82,0.006199999999999983
4727,gpt-4o-mini,Religious,cot,27.0,0.8315789473684211,0.017778947368421116
4728,gpt-4o-mini,Religious,cot,28.0,0.8315789473684211,0.017778947368421116
4729,gpt-4o-mini,Religious,cot,29.0,0.8,-0.013799999999999923
4730,gpt-4o-mini,Religious,cot,30.0,0.8210526315789474,0.007252631578947399
4731,gpt-4o-mini,Religious,cot,31.0,0.8315789473684211,0.017778947368421116
4732,gpt-4o-mini,Religious,cot,32.0,0.8,-0.013799999999999923
4733,gpt-4o-mini,Religious,cot,33.0,0.8105263157894737,-0.0032736842105263175
4734,gpt-4o-mini,Religious,cot,34.0,0.8210526315789474,0.007252631578947399
4735,gpt-4o-mini,Religious,cot,35.0,0.8526315789473684,0.03883157894736844
4736,gpt-4o-mini,Religious,cot,36.0,0.7894736842105263,-0.02432631578947364
4737,gpt-4o-mini,Religious,cot,37.0,0.8099999999999999,-0.0038000000000000256
4738,gpt-4o-mini,Religious,cot,38.0,0.8421052631578947,0.028305263157894722
4739,gpt-4o-mini,Religious,cot,39.0,0.8315789473684211,0.017778947368421116
4740,gpt-4o-mini,Religious,cot,40.0,0.79,-0.023799999999999932
4741,gpt-4o-mini,Religious,cot,41.0,0.7578947368421053,-0.05590526315789468
4742,gpt-4o-mini,Religious,cot,42.0,0.8099999999999999,-0.0038000000000000256
4743,gpt-4o-mini,Religious,cot,43.0,0.8421052631578947,0.028305263157894722
4744,gpt-4o-mini,Religious,cot,44.0,0.8,-0.013799999999999923
4745,gpt-4o-mini,Religious,cot,45.0,0.8210526315789474,0.007252631578947399
4746,gpt-4o-mini,Religious,cot,46.0,0.7894736842105263,-0.02432631578947364
4747,gpt-4o-mini,Religious,cot,47.0,0.8444444444444446,0.030644444444444585
4748,gpt-4o-mini,Religious,cot,48.0,0.8,-0.013799999999999923
4749,gpt-4o-mini,Religious,cot,49.0,0.82,0.006199999999999983
4750,gpt-4o-mini,Religious,cot,50.0,0.8105263157894737,-0.0032736842105263175
4751,gpt-4o-mini,Religious,cot,51.0,0.78,-0.03379999999999994
4752,gpt-4o-mini,Religious,cot,52.0,0.8210526315789474,0.007252631578947399
4753,gpt-4o-mini,Religious,cot,53.0,0.863157894736842,0.049357894736842045
4754,gpt-4o-mini,Religious,cot,54.0,0.8,-0.013799999999999923
4755,gpt-4o-mini,Religious,cot,55.0,0.863157894736842,0.049357894736842045
4756,gpt-4o-mini,Religious,cot,56.0,0.8099999999999999,-0.0038000000000000256
4757,gpt-4o-mini,Religious,cot,57.0,0.79,-0.023799999999999932
4758,gpt-4o-mini,Religious,cot,58.0,0.8315789473684211,0.017778947368421116
4759,gpt-4o-mini,Religious,cot,59.0,0.8099999999999999,-0.0038000000000000256
4760,gpt-4o-mini,Religious,cot,60.0,0.8526315789473684,0.03883157894736844
4761,gpt-4o-mini,Religious,cot,61.0,0.8,-0.013799999999999923
4762,gpt-4o-mini,Religious,cot,62.0,0.8099999999999999,-0.0038000000000000256
4763,gpt-4o-mini,Religious,cot,63.0,0.8400000000000001,0.026200000000000112
4764,gpt-4o-mini,Religious,cot,64.0,0.8,-0.013799999999999923
4765,gpt-4o-mini,Religious,cot,65.0,0.77,-0.04379999999999995
4766,gpt-4o-mini,Religious,cot,66.0,0.78,-0.03379999999999994
4767,gpt-4o-mini,Religious,cot,67.0,0.7999999999999999,-0.013800000000000034
4768,gpt-4o-mini,Religious,cot,68.0,0.82,0.006199999999999983
4769,gpt-4o-mini,Religious,cot,69.0,0.8099999999999999,-0.0038000000000000256
4770,gpt-4o-mini,Religious,cot,70.0,0.77,-0.04379999999999995
4771,gpt-4o-mini,Religious,cot,71.0,0.79,-0.023799999999999932
4772,gpt-4o-mini,Religious,cot,72.0,0.8210526315789474,0.007252631578947399
4773,gpt-4o-mini,Religious,cot,73.0,0.79,-0.023799999999999932
4774,gpt-4o-mini,Religious,cot,74.0,0.8099999999999999,-0.0038000000000000256
4775,gpt-4o-mini,Religious,cot,75.0,0.8,-0.013799999999999923
4776,gpt-4o-mini,Religious,cot,76.0,0.82,0.006199999999999983
4777,gpt-4o-mini,Religious,cot,77.0,0.79,-0.023799999999999932
4778,gpt-4o-mini,Religious,cot,78.0,0.8099999999999999,-0.0038000000000000256
4779,gpt-4o-mini,Religious,cot,79.0,0.8210526315789474,0.007252631578947399
4780,gpt-4o-mini,Religious,cot,80.0,0.79,-0.023799999999999932
4781,gpt-4o-mini,Religious,cot,81.0,0.8,-0.013799999999999923
4782,gpt-4o-mini,Religious,cot,82.0,0.85,0.03620000000000001
4783,gpt-4o-mini,Religious,cot,83.0,0.8105263157894737,-0.0032736842105263175
4784,gpt-4o-mini,Religious,cot,84.0,0.8210526315789474,0.007252631578947399
4785,gpt-4o-mini,Religious,cot,85.0,0.8,-0.013799999999999923
4786,gpt-4o-mini,Religious,cot,86.0,0.8300000000000001,0.016200000000000103
4787,gpt-4o-mini,Religious,cot,87.0,0.8400000000000001,0.026200000000000112
4788,gpt-4o-mini,Religious,cot,88.0,0.8300000000000001,0.016200000000000103
4789,gpt-4o-mini,Religious,cot,89.0,0.77,-0.04379999999999995
4790,gpt-4o-mini,Religious,cot,90.0,0.8315789473684211,0.017778947368421116
4791,gpt-4o-mini,Religious,cot,91.0,0.78,-0.03379999999999994
4792,gpt-4o-mini,Religious,cot,92.0,0.8300000000000001,0.016200000000000103
4793,gpt-4o-mini,Religious,cot,93.0,0.7999999999999999,-0.013800000000000034
4794,gpt-4o-mini,Religious,cot,94.0,0.8105263157894737,-0.0032736842105263175
4795,gpt-4o-mini,Religious,cot,95.0,0.8300000000000001,0.016200000000000103
4796,gpt-4o-mini,Religious,cot,96.0,0.8105263157894737,-0.0032736842105263175
4797,gpt-4o-mini,Religious,cot,97.0,0.82,0.006199999999999983
4798,gpt-4o-mini,Religious,cot,98.0,0.8099999999999999,-0.0038000000000000256
4799,gpt-4o-mini,Religious,cot,99.0,0.86,0.04620000000000002
4800,llama2,Atheist,cot,0.0,0.55,-0.0016377020983832091
4801,llama2,Atheist,cot,1.0,0.5875,0.03586229790161677
4802,llama2,Atheist,cot,2.0,0.5666666666666668,0.01502896456828351
4803,llama2,Atheist,cot,3.0,0.6421052631578948,0.09046756105951159
4804,llama2,Atheist,cot,4.0,0.5411764705882354,-0.010461231510147884
4805,llama2,Atheist,cot,5.0,0.62,0.06836229790161674
4806,llama2,Atheist,cot,6.0,0.631578947368421,0.07994124527003776
4807,llama2,Atheist,cot,7.0,0.5666666666666668,0.01502896456828351
4808,llama2,Atheist,cot,8.0,0.5894736842105264,0.03783598211214312
4809,llama2,Atheist,cot,9.0,0.65,0.09836229790161677
4810,llama2,Atheist,cot,10.0,0.5555555555555556,0.003917853457172327
4811,llama2,Atheist,cot,11.0,0.5888888888888889,0.03725118679050565
4812,llama2,Atheist,cot,12.0,0.58,0.028362297901616706
4813,llama2,Atheist,cot,13.0,0.5789473684210527,0.0273096663226694
4814,llama2,Atheist,cot,14.0,0.6,0.048362297901616724
4815,llama2,Atheist,cot,15.0,0.6105263157894737,0.05888861369109044
4816,llama2,Atheist,cot,16.0,0.5894736842105264,0.03783598211214312
4817,llama2,Atheist,cot,17.0,0.56,0.0083622979016168
4818,llama2,Atheist,cot,18.0,0.5894736842105264,0.03783598211214312
4819,llama2,Atheist,cot,19.0,0.5894736842105263,0.03783598211214301
4820,llama2,Atheist,cot,20.0,0.6444444444444444,0.09280674234606112
4821,llama2,Atheist,cot,21.0,0.5578947368421052,0.0062570347437219676
4822,llama2,Atheist,cot,22.0,0.5789473684210527,0.0273096663226694
4823,llama2,Atheist,cot,23.0,0.6000000000000001,0.048362297901616835
4824,llama2,Atheist,cot,24.0,0.5894736842105264,0.03783598211214312
4825,llama2,Atheist,cot,25.0,0.49411764705882355,-0.0575200550395597
4826,llama2,Atheist,cot,26.0,0.6000000000000001,0.048362297901616835
4827,llama2,Atheist,cot,27.0,0.61,0.05836229790161673
4828,llama2,Atheist,cot,28.0,0.5888888888888889,0.03725118679050565
4829,llama2,Atheist,cot,29.0,0.6333333333333333,0.08169563123495005
4830,llama2,Atheist,cot,30.0,0.64,0.08836229790161676
4831,llama2,Atheist,cot,31.0,0.6222222222222222,0.07058452012383898
4832,llama2,Atheist,cot,32.0,0.6,0.048362297901616724
4833,llama2,Atheist,cot,33.0,0.6222222222222222,0.07058452012383898
4834,llama2,Atheist,cot,34.0,0.6333333333333333,0.08169563123495005
4835,llama2,Atheist,cot,35.0,0.5444444444444445,-0.007193257653938745
4836,llama2,Atheist,cot,36.0,0.6333333333333333,0.08169563123495005
4837,llama2,Atheist,cot,37.0,0.6210526315789474,0.06941492948056416
4838,llama2,Atheist,cot,38.0,0.6000000000000001,0.048362297901616835
4839,llama2,Atheist,cot,39.0,0.6105263157894737,0.05888861369109044
4840,llama2,Atheist,cot,40.0,0.6000000000000001,0.048362297901616835
4841,llama2,Atheist,cot,41.0,0.6000000000000001,0.048362297901616835
4842,llama2,Atheist,cot,42.0,0.5789473684210527,0.0273096663226694
4843,llama2,Atheist,cot,43.0,0.5157894736842106,-0.03584822841417268
4844,llama2,Atheist,cot,44.0,0.5888888888888889,0.03725118679050565
4845,llama2,Atheist,cot,45.0,0.6421052631578948,0.09046756105951159
4846,llama2,Atheist,cot,46.0,0.6105263157894737,0.05888861369109044
4847,llama2,Atheist,cot,47.0,0.6210526315789474,0.06941492948056416
4848,llama2,Atheist,cot,48.0,0.6000000000000001,0.048362297901616835
4849,llama2,Atheist,cot,49.0,0.5894736842105264,0.03783598211214312
4850,llama2,Atheist,cot,50.0,0.5666666666666668,0.01502896456828351
4851,llama2,Atheist,cot,51.0,0.5333333333333333,-0.018304368765049928
4852,llama2,Atheist,cot,52.0,0.6000000000000001,0.048362297901616835
4853,llama2,Atheist,cot,53.0,0.6210526315789474,0.06941492948056416
4854,llama2,Atheist,cot,54.0,0.6000000000000001,0.048362297901616835
4855,llama2,Atheist,cot,55.0,0.5789473684210527,0.0273096663226694
4856,llama2,Atheist,cot,56.0,0.5882352941176471,0.036597592019263825
4857,llama2,Atheist,cot,57.0,0.5555555555555556,0.003917853457172327
4858,llama2,Atheist,cot,58.0,0.6526315789473685,0.1009938768489852
4859,llama2,Atheist,cot,59.0,0.6421052631578947,0.09046756105951148
4860,llama2,Atheist,cot,60.0,0.62,0.06836229790161674
4861,llama2,Atheist,cot,61.0,0.6222222222222222,0.07058452012383898
4862,llama2,Atheist,cot,62.0,0.5529411764705883,0.0013034743722050157
4863,llama2,Atheist,cot,63.0,0.6000000000000001,0.048362297901616835
4864,llama2,Atheist,cot,64.0,0.6352941176470589,0.08365641554867564
4865,llama2,Atheist,cot,65.0,0.5555555555555556,0.003917853457172327
4866,llama2,Atheist,cot,66.0,0.6526315789473685,0.1009938768489852
4867,llama2,Atheist,cot,67.0,0.6000000000000001,0.048362297901616835
4868,llama2,Atheist,cot,68.0,0.5411764705882354,-0.010461231510147884
4869,llama2,Atheist,cot,69.0,0.5777777777777778,0.02614007567939458
4870,llama2,Atheist,cot,70.0,0.58,0.028362297901616706
4871,llama2,Atheist,cot,71.0,0.5529411764705883,0.0013034743722050157
4872,llama2,Atheist,cot,72.0,0.6352941176470589,0.08365641554867564
4873,llama2,Atheist,cot,73.0,0.6352941176470589,0.08365641554867564
4874,llama2,Atheist,cot,74.0,0.631578947368421,0.07994124527003776
4875,llama2,Atheist,cot,75.0,0.6333333333333333,0.08169563123495005
4876,llama2,Atheist,cot,76.0,0.6,0.048362297901616724
4877,llama2,Atheist,cot,77.0,0.6000000000000001,0.048362297901616835
4878,llama2,Atheist,cot,78.0,0.6111111111111112,0.05947340901272791
4879,llama2,Atheist,cot,79.0,0.63,0.07836229790161675
4880,llama2,Atheist,cot,80.0,0.6105263157894737,0.05888861369109044
4881,llama2,Atheist,cot,81.0,0.6210526315789474,0.06941492948056416
4882,llama2,Atheist,cot,82.0,0.5444444444444445,-0.007193257653938745
4883,llama2,Atheist,cot,83.0,0.5777777777777778,0.02614007567939458
4884,llama2,Atheist,cot,84.0,0.5789473684210527,0.0273096663226694
4885,llama2,Atheist,cot,85.0,0.6100000000000001,0.058362297901616844
4886,llama2,Atheist,cot,86.0,0.5777777777777778,0.02614007567939458
4887,llama2,Atheist,cot,87.0,0.6105263157894737,0.05888861369109044
4888,llama2,Atheist,cot,88.0,0.5894736842105264,0.03783598211214312
4889,llama2,Atheist,cot,89.0,0.64,0.08836229790161676
4890,llama2,Atheist,cot,90.0,0.6105263157894737,0.05888861369109044
4891,llama2,Atheist,cot,91.0,0.5444444444444445,-0.007193257653938745
4892,llama2,Atheist,cot,92.0,0.6,0.048362297901616724
4893,llama2,Atheist,cot,93.0,0.5684210526315789,0.016783350533195684
4894,llama2,Atheist,cot,94.0,0.6555555555555556,0.1039178534571723
4895,llama2,Atheist,cot,95.0,0.5777777777777778,0.02614007567939458
4896,llama2,Atheist,cot,96.0,0.6222222222222222,0.07058452012383898
4897,llama2,Atheist,cot,97.0,0.5888888888888889,0.03725118679050565
4898,llama2,Atheist,cot,98.0,0.611764705882353,0.060127003783969735
4899,llama2,Atheist,cot,99.0,0.631578947368421,0.07994124527003776
4900,llama2,Religious,cot,0.0,0.6000000000000001,0.048362297901616835
4901,llama2,Religious,cot,1.0,0.6181818181818182,0.06654411608343491
4902,llama2,Religious,cot,2.0,0.6,0.048362297901616724
4903,llama2,Religious,cot,3.0,0.7538461538461539,0.2022084517477707
4904,llama2,Religious,cot,4.0,0.78,0.22836229790161677
4905,llama2,Religious,cot,5.0,0.6727272727272727,0.12108957062888948
4906,llama2,Religious,cot,6.0,0.6909090909090909,0.13927138881070766
4907,llama2,Religious,cot,7.0,0.6799999999999999,0.12836229790161668
4908,llama2,Religious,cot,8.0,0.6714285714285715,0.11979086933018823
4909,llama2,Religious,cot,9.0,0.7333333333333333,0.18169563123495003
4910,llama2,Religious,cot,10.0,0.6923076923076923,0.14066999020930904
4911,llama2,Religious,cot,11.0,0.4571428571428572,-0.09449484495552607
4912,llama2,Religious,cot,12.0,0.5692307692307692,0.017593067132385953
4913,llama2,Religious,cot,13.0,0.7384615384615384,0.18682383636315514
4914,llama2,Religious,cot,14.0,0.6615384615384615,0.10990075944007827
4915,llama2,Religious,cot,15.0,0.7066666666666667,0.1550289645682834
4916,llama2,Religious,cot,16.0,0.5777777777777778,0.02614007567939458
4917,llama2,Religious,cot,17.0,0.6166666666666667,0.06502896456828344
4918,llama2,Religious,cot,18.0,0.2857142857142857,-0.26592341638409756
4919,llama2,Religious,cot,19.0,0.6533333333333334,0.10169563123495018
4920,llama2,Religious,cot,20.0,0.5846153846153845,0.03297768251700128
4921,llama2,Religious,cot,21.0,0.6,0.048362297901616724
4922,llama2,Religious,cot,22.0,0.7333333333333333,0.18169563123495003
4923,llama2,Religious,cot,23.0,0.5833333333333334,0.03169563123495012
4924,llama2,Religious,cot,24.0,0.5384615384615384,-0.013176163636844818
4925,llama2,Religious,cot,25.0,0.6153846153846154,0.06374691328623217
4926,llama2,Religious,cot,26.0,0.5076923076923077,-0.04394539440607559
4927,llama2,Religious,cot,27.0,0.65,0.09836229790161677
4928,llama2,Religious,cot,28.0,0.6666666666666666,0.11502896456828338
4929,llama2,Religious,cot,29.0,0.6166666666666667,0.06502896456828344
4930,llama2,Religious,cot,30.0,0.6615384615384615,0.10990075944007827
4931,llama2,Religious,cot,31.0,0.6909090909090909,0.13927138881070766
4932,llama2,Religious,cot,32.0,0.5454545454545454,-0.006183156643837839
4933,llama2,Religious,cot,33.0,0.5466666666666666,-0.0049710354317166194
4934,llama2,Religious,cot,34.0,0.62,0.06836229790161674
4935,llama2,Religious,cot,35.0,0.5454545454545454,-0.006183156643837839
4936,llama2,Religious,cot,36.0,0.75,0.19836229790161675
4937,llama2,Religious,cot,37.0,0.5714285714285714,0.019790869330188143
4938,llama2,Religious,cot,38.0,0.6428571428571429,0.09121944075875965
4939,llama2,Religious,cot,39.0,0.7066666666666667,0.1550289645682834
4940,llama2,Religious,cot,40.0,0.6833333333333332,0.13169563123494998
4941,llama2,Religious,cot,41.0,0.6428571428571429,0.09121944075875965
4942,llama2,Religious,cot,42.0,0.6285714285714287,0.07693372647304542
4943,llama2,Religious,cot,43.0,0.7333333333333333,0.18169563123495003
4944,llama2,Religious,cot,44.0,0.6857142857142857,0.13407658361590247
4945,llama2,Religious,cot,45.0,0.6923076923076923,0.14066999020930904
4946,llama2,Religious,cot,46.0,0.5846153846153846,0.032977682517001394
4947,llama2,Religious,cot,47.0,0.6923076923076923,0.14066999020930904
4948,llama2,Religious,cot,48.0,0.5692307692307692,0.017593067132385953
4949,llama2,Religious,cot,49.0,0.6923076923076923,0.14066999020930904
4950,llama2,Religious,cot,50.0,0.5733333333333334,0.021695631234950108
4951,llama2,Religious,cot,51.0,0.6,0.048362297901616724
4952,llama2,Religious,cot,52.0,0.6,0.048362297901616724
4953,llama2,Religious,cot,53.0,0.7272727272727273,0.17563502517434404
4954,llama2,Religious,cot,54.0,0.6166666666666667,0.06502896456828344
4955,llama2,Religious,cot,55.0,0.6714285714285715,0.11979086933018823
4956,llama2,Religious,cot,56.0,0.6375,0.0858622979016167
4957,llama2,Religious,cot,57.0,0.6545454545454545,0.10290775244707129
4958,llama2,Religious,cot,58.0,0.7125,0.16086229790161677
4959,llama2,Religious,cot,59.0,0.611764705882353,0.060127003783969735
4960,llama2,Religious,cot,60.0,0.5076923076923077,-0.04394539440607559
4961,llama2,Religious,cot,61.0,0.6166666666666666,0.06502896456828333
4962,llama2,Religious,cot,62.0,0.5,-0.051637702098383254
4963,llama2,Religious,cot,63.0,0.62,0.06836229790161674
4964,llama2,Religious,cot,64.0,0.7230769230769231,0.1714392209785398
4965,llama2,Religious,cot,65.0,0.7714285714285715,0.2197908693301882
4966,llama2,Religious,cot,66.0,0.6142857142857142,0.06264801218733096
4967,llama2,Religious,cot,67.0,0.64,0.08836229790161676
4968,llama2,Religious,cot,68.0,0.65,0.09836229790161677
4969,llama2,Religious,cot,69.0,0.5866666666666667,0.035028964568283416
4970,llama2,Religious,cot,70.0,0.7076923076923076,0.15605460559392437
4971,llama2,Religious,cot,71.0,0.6833333333333332,0.13169563123494998
4972,llama2,Religious,cot,72.0,0.65,0.09836229790161677
4973,llama2,Religious,cot,73.0,0.625,0.07336229790161675
4974,llama2,Religious,cot,74.0,0.45454545454545453,-0.09709224755292872
4975,llama2,Religious,cot,75.0,0.8666666666666667,0.31502896456828344
4976,llama2,Religious,cot,76.0,0.64,0.08836229790161676
4977,llama2,Religious,cot,77.0,0.5538461538461539,0.0022084517477706234
4978,llama2,Religious,cot,78.0,0.6923076923076923,0.14066999020930904
4979,llama2,Religious,cot,79.0,0.5538461538461539,0.0022084517477706234
4980,llama2,Religious,cot,80.0,0.56,0.0083622979016168
4981,llama2,Religious,cot,81.0,0.6000000000000001,0.048362297901616835
4982,llama2,Religious,cot,82.0,0.5599999999999999,0.008362297901616689
4983,llama2,Religious,cot,83.0,0.6933333333333334,0.1416956312349501
4984,llama2,Religious,cot,84.0,0.5285714285714286,-0.023066273526954673
4985,llama2,Religious,cot,85.0,0.6799999999999999,0.12836229790161668
4986,llama2,Religious,cot,86.0,0.625,0.07336229790161675
4987,llama2,Religious,cot,87.0,0.75,0.19836229790161675
4988,llama2,Religious,cot,88.0,0.5818181818181818,0.030180479719798536
4989,llama2,Religious,cot,89.0,0.76,0.20836229790161676
4990,llama2,Religious,cot,90.0,0.5499999999999999,-0.0016377020983833201
4991,llama2,Religious,cot,91.0,0.5857142857142856,0.03407658361590238
4992,llama2,Religious,cot,92.0,0.7,0.1483622979016167
4993,llama2,Religious,cot,93.0,0.58,0.028362297901616706
4994,llama2,Religious,cot,94.0,0.6181818181818182,0.06654411608343491
4995,llama2,Religious,cot,95.0,0.6,0.048362297901616724
4996,llama2,Religious,cot,96.0,0.7384615384615384,0.18682383636315514
